name,class,drug_name
liver disease,Major,Nexplanon
thromboembolism,Major,Nexplanon
depression,Moderate,Nexplanon
fluid retention,Moderate,Nexplanon
retinal thrombosis,Moderate,Nexplanon
gallbladder disease,Moderate,Nexplanon
aortic stenosis,Major,Nicardipine
cardiogenic shock/hypotension,Major,Nicardipine
coronary artery disease,Major,Nicardipine
liver disease,Major,Nicardipine
renal dysfunction,Major,Nicardipine
CHF/AMI,Moderate,Nicardipine
aortic stenosis,Major,Nifedipine
cardiogenic shock/hypotension,Major,Nifedipine
coronary artery disease,Major,Nifedipine
liver disease,Major,Nifedipine
hypertension,Major,Nifedipine
myocardial infarction,Major,Nifedipine
CHF/AMI,Moderate,Nifedipine
renal dysfunction,Moderate,Nifedipine
GI narrowing,Moderate,Nifedipine
hepatic dysfunction,Major,Nilandron
interstitial pneumonitis,Major,Nilandron
hepatic dysfunction,Major,Nilutamide
interstitial pneumonitis,Major,Nilutamide
gastrointestinal toxicities,Moderate,Ninlaro
hepatic impairment,Moderate,Ninlaro
peripheral neuropathy,Moderate,Ninlaro
renal impairment,Moderate,Ninlaro
thrombocytopenia,Moderate,Ninlaro
diabetes,Moderate,Nitazoxanide
renal/liver disease,Moderate,Nitazoxanide
colitis,Major,Nitrofurantoin
G-6-PD deficiency,Major,Nitrofurantoin
hepatotoxicity,Major,Nitrofurantoin
renal dysfunction,Major,Nitrofurantoin
peripheral neuropathy,Moderate,Nitrofurantoin
respiratory,Moderate,Nitrofurantoin
AMI,Major,Nitrostat
anemia,Major,Nitrostat
hemodialysis,Major,Nitrostat
hypotension,Major,Nitrostat
intracranial pressure,Major,Nitrostat
pericarditis,Major,Nitrostat
hypertrophic cardiomyopathy,Moderate,Nitrostat
glaucoma,Minor,Nitrostat
infections,Major,Nivolumab
infusion reactions,Major,Nivolumab
tumor lysis syndrome,Major,Nivolumab
colitis,Moderate,Nivolumab
diabetes,Moderate,Nivolumab
hepatic impairment,Moderate,Nivolumab
neurologic disorders,Moderate,Nivolumab
pneumonitis,Moderate,Nivolumab
renal dysfunction,Moderate,Nivolumab
thyroid disease,Moderate,Nivolumab
myasthenia gravis,Moderate,Nivolumab
alcoholism,Major,Norco
liver disease,Major,Norco
impaired GI motility,Major,Norco
infectious diarrhea,Major,Norco
liver disease,Major,Norco
prematurity,Major,Norco
acute alcohol intoxication,Major,Norco
drug dependence,Major,Norco
gastrointestinal obstruction,Major,Norco
hypotension,Major,Norco
intracranial pressure,Major,Norco
respiratory depression,Major,Norco
 PKU,Moderate,Norco
adrenal insufficiency,Moderate,Norco
biliary spasm,Moderate,Norco
hypothyroidism,Moderate,Norco
renal dysfunction,Moderate,Norco
seizure disorders,Moderate,Norco
urinary retention,Moderate,Norco
arrhythmias,Moderate,Norco
peripheral vascular thrombosis,Major,Norepinephrine
dehydration,Major,Norepinephrine
acidosis,Moderate,Norepinephrine
anticholinergic effects,Major,Norflex
anticholinergic effects,Major,Nortriptyline
cardiovascular disease,Major,Nortriptyline
pheochromocytoma,Major,Nortriptyline
acute myocardial infarction recovery,Major,Nortriptyline
cardiovascular disease,Major,Nortriptyline
depression,Major,Nortriptyline
seizure disorders,Major,Nortriptyline
bone marrow suppression,Moderate,Nortriptyline
diabetes,Moderate,Nortriptyline
renal/liver disease,Moderate,Nortriptyline
schizophrenia/bipolar disorder,Moderate,Nortriptyline
tardive dyskinesia,Moderate,Nortriptyline
acute alcohol intoxication,Moderate,Nortriptyline
bipolar disorder screening,Moderate,Nortriptyline
glaucoma,Moderate,Nortriptyline
hyper/hypoglycemia,Moderate,Nortriptyline
liver/renal disease,Moderate,Nortriptyline
neutropenia,Moderate,Nortriptyline
schizophrenia,Moderate,Nortriptyline
thyroid disorders,Moderate,Nortriptyline
urinary retention,Moderate,Nortriptyline
cardiogenic shock/hypotension,Major,Norvasc
coronary artery disease,Major,Norvasc
liver disease,Major,Norvasc
CHF/AMI,Moderate,Norvasc
severe hepatic impairment,Major,Nourianz
end stage renal disease,Moderate,Nourianz
psychotic disorders,Moderate,Nourianz
smoking,Moderate,Nourianz
renal/liver disease,Moderate,NovoLog
hypokalemia,Moderate,NovoLog
hypoglycemia,Moderate,NovoLog
adrenal insufficiency,Major,NP Thyroid
cardiovascular disease,Major,NP Thyroid
thyrotoxicosis,Major,NP Thyroid
diabetes,Moderate,NP Thyroid
seizures,Moderate,NP Thyroid
leukemia,Major,NPlate
hepatic impairment,Moderate,NPlate
renal impairment,Moderate,NPlate
hepatic impairment,Moderate,Nubeqa
renal impairment,Moderate,Nubeqa
impaired GI motility,Major,Nucynta
infectious diarrhea,Major,Nucynta
liver disease,Major,Nucynta
prematurity,Major,Nucynta
acute alcohol intoxication,Major,Nucynta
drug dependence,Major,Nucynta
gastrointestinal obstruction,Major,Nucynta
hypotension,Major,Nucynta
intracranial pressure,Major,Nucynta
respiratory depression,Major,Nucynta
biliary spasm,Moderate,Nucynta
renal dysfunction,Moderate,Nucynta
seizure disorders,Moderate,Nucynta
urinary retention,Moderate,Nucynta
renal impairment,Major,Nurtec ODT
severe hepatic impairment,Major,Nurtec ODT
hepatitis B,Major,Ocrevus
breast cancer,Moderate,Ocrevus
infections,Moderate,Ocrevus
vaccination,Moderate,Ocrevus
renal dysfunction,Major,Octreotide
gallbladder/biliary dysfunction,Moderate,Octreotide
glucose intolerance,Moderate,Octreotide
heart disease,Moderate,Octreotide
hepatic impairment,Moderate,Octreotide
thyroid dysfunction,Moderate,Octreotide
vitamin B12 deficiency,Moderate,Octreotide
lung toxicity,Moderate,Ofev
arterial thromboembolism,Moderate,Ofev
bleeding,Moderate,Ofev
gastrointestinal perforation,Moderate,Ofev
hepatic impairment,Moderate,Ofev
renal impairment,Moderate,Ofev
smoking,Moderate,Ofev
colitis,Major,Ofloxacin
CNS disorders,Major,Ofloxacin
myasthenia gravis,Major,Ofloxacin
peripheral neuropathy,Major,Ofloxacin
QT interval prolongation,Major,Ofloxacin
tendonitis,Major,Ofloxacin
crystalluria,Moderate,Ofloxacin
diabetes,Moderate,Ofloxacin
hemodialysis,Moderate,Ofloxacin
renal dysfunction,Moderate,Ofloxacin
dementia,Major,Olanzapine
acute alcohol intoxication,Major,Olanzapine
CNS depression,Major,Olanzapine
NMS,Major,Olanzapine
tardive dyskinesia,Major,Olanzapine
aspiration,Moderate,Olanzapine
seizure,Moderate,Olanzapine
hematologic abnormalities,Moderate,Olanzapine
hyperglycemia/diabetes,Moderate,Olanzapine
hypotension,Moderate,Olanzapine
lipid alterations,Moderate,Olanzapine
weight gain,Moderate,Olanzapine
depression,Moderate,Olanzapine
anticholinergic effects,Moderate,Olanzapine
hyperprolactinemia,Moderate,Olanzapine
liver disease,Moderate,Olanzapine
parkinsonism,Moderate,Olanzapine
ALT elevations,Moderate,Olanzapine
PKU,Moderate,Olanzapine
hematologic toxicities,Moderate,Olaparib
hepatic impairment,Moderate,Olaparib
pulmonary abnormality,Moderate,Olaparib
renal impairment,Moderate,Olaparib
angioedema,Major,Olmesartan
hypotension,Major,Olmesartan
CHF,Moderate,Olmesartan
hyperkalemia,Moderate,Olmesartan
renal artery stenosis,Moderate,Olmesartan
renal impairment,Moderate,Olmesartan
renal/liver disease,Moderate,Olmesartan
diabetes,Moderate,Olux
diaper rash,Moderate,Olux
hyperadrenocorticism,Moderate,Olux
infections,Moderate,Olux
ocular toxicities,Moderate,Olux
malignancies,Moderate,Omalizumab
C. diff,Major,Omeprazole
bone fractures,Moderate,Omeprazole
hypomagnesemia,Moderate,Omeprazole
colitis,Major,Omnicef
renal dysfunction,Moderate,Omnicef
diabetes,Moderate,Omnicef
nitroprusside tests,Moderate,Omnicef
dialysis,Moderate,Omnicef
liver disease,Moderate,Omnicef
seizure disorders,Moderate,Omnicef
QT interval prolongation,Major,Ondansetron
liver disease,Moderate,Ondansetron
acute alcohol intoxication,Major,Onfi
drug dependence,Major,Onfi
depression,Moderate,Onfi
pheochromocytoma,Major,Ongentys
psychosis,Major,Ongentys
end stage renal disease,Moderate,Ongentys
hypotension,Moderate,Ongentys
liver impairment,Moderate,Ongentys
lactose intolerance,Moderate,Ongentys
pancreatitis,Major,Onglyza
renal dysfunction,Moderate,Onglyza
hepatic tumors,Major,Onureg
hepatic impairment,Moderate,Onureg
renal impairment,Moderate,Onureg
anemia,Moderate,Onureg
infections,Major,Opdivo
infusion reactions,Major,Opdivo
tumor lysis syndrome,Major,Opdivo
colitis,Moderate,Opdivo
diabetes,Moderate,Opdivo
hepatic impairment,Moderate,Opdivo
neurologic disorders,Moderate,Opdivo
pneumonitis,Moderate,Opdivo
renal dysfunction,Moderate,Opdivo
thyroid disease,Moderate,Opdivo
myasthenia gravis,Moderate,Opdivo
COPD,Moderate,Orencia
diabetes,Moderate,Orencia
hepatitis B,Moderate,Orencia
infections,Moderate,Orencia
tuberculosis,Moderate,Orencia
osteoporosis,Major,Orgovyx
QT prolongation,Moderate,Orgovyx
renal impairment,Moderate,Orladeyo
malabsorption,Major,Orlistat
diabetics,Moderate,Orlistat
(fat soluble) vitamin deficiency,Moderate,Orlistat
nephrolithiasis,Moderate,Orlistat
smoking,Major,Ortho Tri-Cyclen
abnormal vaginal bleeding,Major,Ortho Tri-Cyclen
carcinomas (estrogenic),Major,Ortho Tri-Cyclen
hypercalcemia in breast cancer,Major,Ortho Tri-Cyclen
hypertension,Major,Ortho Tri-Cyclen
thromboembolism/cardiovascular,Major,Ortho Tri-Cyclen
hepatic neoplasms,Major,Ortho Tri-Cyclen
liver disease,Major,Ortho Tri-Cyclen
thromboembolism,Major,Ortho Tri-Cyclen
angioedema,Moderate,Ortho Tri-Cyclen
gallbladder disease,Moderate,Ortho Tri-Cyclen
hypercalcemia,Moderate,Ortho Tri-Cyclen
hyperlipidemia,Moderate,Ortho Tri-Cyclen
liver disease,Moderate,Ortho Tri-Cyclen
melasma,Moderate,Ortho Tri-Cyclen
depression,Moderate,Ortho Tri-Cyclen
fluid retention,Moderate,Ortho Tri-Cyclen
glucose intolerance,Moderate,Ortho Tri-Cyclen
retinal thrombosis,Moderate,Ortho Tri-Cyclen
thyroid function tests,Moderate,Ortho Tri-Cyclen
hyperlipidemia,Moderate,Ortho Tri-Cyclen
weight gain,Minor,Ortho Tri-Cyclen
hepatic impairment,Moderate,Oseltamivir
renal impairment,Moderate,Oseltamivir
depression,Moderate,Otezla
renal dysfunction,Moderate,Otezla
weight loss,Moderate,Otezla
arrhythmias,Major,Oxaliplatin
pulmonary toxicity,Major,Oxaliplatin
neurologic toxicity,Moderate,Oxaliplatin
neutropenia,Moderate,Oxaliplatin
renal impairment,Moderate,Oxaliplatin
rhabdomyolysis,Moderate,Oxaliplatin
thrombocytopenia,Moderate,Oxaliplatin
carcinoma (male),Major,Oxandrolone
fluid retention,Major,Oxandrolone
hypercalcemia in breast cancer,Major,Oxandrolone
hyperlipoproteinemia,Major,Oxandrolone
liver disease,Major,Oxandrolone
polycythemia,Major,Oxandrolone
suppression of clotting factors,Major,Oxandrolone
diabetes,Moderate,Oxandrolone
hypercalcemia,Moderate,Oxandrolone
thyroid function tests,Minor,Oxandrolone
acute alcohol intoxication,Major,Oxazepam
closed-angle glaucoma,Major,Oxazepam
drug dependence,Major,Oxazepam
psychosis,Major,Oxazepam
renal/liver disease,Major,Oxazepam
respiratory depression,Major,Oxazepam
seizures,Major,Oxazepam
depression,Moderate,Oxazepam
obesity,Moderate,Oxazepam
paradoxical reactions,Moderate,Oxazepam
hypotension,Moderate,Oxazepam
depression,Major,Oxcarbazepine
liver disease,Major,Oxcarbazepine
renal dysfunction,Major,Oxcarbazepine
hyponatremia,Moderate,Oxcarbazepine
suicidal tendency,Moderate,Oxcarbazepine
arrhythmias,Moderate,Oxcarbazepine
blood dyscrasias,Moderate,Oxcarbazepine
thyroid dysfunction,Moderate,Oxcarbazepine
depression,Major,Oxtella XR
liver disease,Major,Oxtella XR
renal dysfunction,Major,Oxtella XR
hyponatremia,Moderate,Oxtella XR
suicidal tendency,Moderate,Oxtella XR
arrhythmias,Moderate,Oxtella XR
blood dyscrasias,Moderate,Oxtella XR
thyroid dysfunction,Moderate,Oxtella XR
autonomic neuropathy,Major,Oxybutynin
infectious diarrhea,Major,Oxybutynin
angle-closure glaucoma,Major,Oxybutynin
GI/urinary obstruction/atony,Major,Oxybutynin
myasthenia gravis,Major,Oxybutynin
central nervous system,Moderate,Oxybutynin
alcoholism,Major,Oxycodone and acetaminophen
liver disease,Major,Oxycodone and acetaminophen
impaired GI motility,Major,Oxycodone and acetaminophen
infectious diarrhea,Major,Oxycodone and acetaminophen
liver disease,Major,Oxycodone and acetaminophen
prematurity,Major,Oxycodone and acetaminophen
acute alcohol intoxication,Major,Oxycodone and acetaminophen
drug dependence,Major,Oxycodone and acetaminophen
gastrointestinal obstruction,Major,Oxycodone and acetaminophen
hypotension,Major,Oxycodone and acetaminophen
intracranial pressure,Major,Oxycodone and acetaminophen
respiratory depression,Major,Oxycodone and acetaminophen
 PKU,Moderate,Oxycodone and acetaminophen
adrenal insufficiency,Moderate,Oxycodone and acetaminophen
biliary spasm,Moderate,Oxycodone and acetaminophen
hypothyroidism,Moderate,Oxycodone and acetaminophen
renal dysfunction,Moderate,Oxycodone and acetaminophen
seizure disorders,Moderate,Oxycodone and acetaminophen
urinary retention,Moderate,Oxycodone and acetaminophen
arrhythmias,Moderate,Oxycodone and acetaminophen
impaired GI motility,Major,Oxycontin
infectious diarrhea,Major,Oxycontin
liver disease,Major,Oxycontin
prematurity,Major,Oxycontin
acute alcohol intoxication,Major,Oxycontin
drug dependence,Major,Oxycontin
gastrointestinal obstruction,Major,Oxycontin
hypotension,Major,Oxycontin
intracranial pressure,Major,Oxycontin
respiratory depression,Major,Oxycontin
adrenal insufficiency,Moderate,Oxycontin
biliary spasm,Moderate,Oxycontin
hypothyroidism,Moderate,Oxycontin
renal dysfunction,Moderate,Oxycontin
seizure disorders,Moderate,Oxycontin
urinary retention,Moderate,Oxycontin
arrhythmias,Moderate,Oxycontin
vascular dysfunction,Moderate,Oxytocin
volume overload,Moderate,Oxytocin
CV disease,Major,Ozanimod
CV risks,Moderate,Ozanimod
hypertension,Moderate,Ozanimod
infections,Moderate,Ozanimod
liver dysfunction,Moderate,Ozanimod
respiratory toxicity,Moderate,Ozanimod
vaccinations,Moderate,Ozanimod
encephalopathy,Moderate,Ozanimod
macular edema,Moderate,Ozanimod
MS,Moderate,Ozanimod
suicidal behavior and ideation,Major,Ozempic
thyroid cancer,Major,Ozempic
GI adverse events,Moderate,Ozempic
hypoglycemia,Moderate,Ozempic
pancreatitis,Moderate,Ozempic
retinopathy,Moderate,Ozempic
C. diff,Major,Pantoprazole
liver disease,Moderate,Pantoprazole
bone fractures,Moderate,Pantoprazole
hypomagnesemia,Moderate,Pantoprazole
depression,Major,Paroxetine
bone fractures,Moderate,Paroxetine
renal dysfunction,Moderate,Paroxetine
hyponatremia,Moderate,Paroxetine
glaucoma,Moderate,Paroxetine
liver disease,Moderate,Paroxetine
mania,Moderate,Paroxetine
platelet function,Moderate,Paroxetine
seizure disorders,Moderate,Paroxetine
SIADH,Moderate,Paroxetine
weight loss,Minor,Paroxetine
depression,Major,Paxil
bone fractures,Moderate,Paxil
renal dysfunction,Moderate,Paxil
hyponatremia,Moderate,Paxil
glaucoma,Moderate,Paxil
liver disease,Moderate,Paxil
mania,Moderate,Paxil
platelet function,Moderate,Paxil
seizure disorders,Moderate,Paxil
SIADH,Moderate,Paxil
weight loss,Minor,Paxil
hemophilia,Major,Paxlovid
hepatotoxicity,Major,Paxlovid
hyperglycemia,Moderate,Paxlovid
hyperlipidemia,Moderate,Paxlovid
heart block,Moderate,Paxlovid
liver dysfunction,Moderate,Pentasa
renal dysfunction,Moderate,Pentasa
GI bleeding,Major,Pepcid
renal dysfunction,Moderate,Pepcid
alcoholism,Major,Percocet
liver disease,Major,Percocet
impaired GI motility,Major,Percocet
infectious diarrhea,Major,Percocet
liver disease,Major,Percocet
prematurity,Major,Percocet
acute alcohol intoxication,Major,Percocet
drug dependence,Major,Percocet
gastrointestinal obstruction,Major,Percocet
hypotension,Major,Percocet
intracranial pressure,Major,Percocet
respiratory depression,Major,Percocet
 PKU,Moderate,Percocet
adrenal insufficiency,Moderate,Percocet
biliary spasm,Moderate,Percocet
hypothyroidism,Moderate,Percocet
renal dysfunction,Moderate,Percocet
seizure disorders,Moderate,Percocet
urinary retention,Moderate,Percocet
arrhythmias,Moderate,Percocet
acute alcohol intoxication,Major,Phenergan
cardiovascular disease,Major,Phenergan
CNS depression,Major,Phenergan
head injury,Major,Phenergan
antidopaminergic effects 1,Major,Phenergan
asthma,Major,Phenergan
anticholinergic effects,Moderate,Phenergan
asthma/COPD,Moderate,Phenergan
breast cancer,Moderate,Phenergan
dystonic reactions,Moderate,Phenergan
hematologic toxicity,Moderate,Phenergan
liver disease,Moderate,Phenergan
NMS,Moderate,Phenergan
parkinsonism,Moderate,Phenergan
renal dysfunction,Moderate,Phenergan
seizure disorders,Moderate,Phenergan
tardive dyskinesia,Moderate,Phenergan
antidopaminergic effects 2,Moderate,Phenergan
acute alcohol intoxication,Major,Phenobarbital
drug dependence,Major,Phenobarbital
liver disease,Major,Phenobarbital
porphyria,Major,Phenobarbital
rash,Major,Phenobarbital
respiratory depression,Major,Phenobarbital
cardiovascular,Major,Phenobarbital
prolonged hypotension,Major,Phenobarbital
renal dysfunction,Major,Phenobarbital
suicidal tendency,Moderate,Phenobarbital
adrenal insufficiency,Moderate,Phenobarbital
depression,Moderate,Phenobarbital
hematologic toxicity,Moderate,Phenobarbital
osteomalacia,Moderate,Phenobarbital
paradoxical reactions,Moderate,Phenobarbital
cardiovascular,Major,Phentermine
glaucoma,Major,Phentermine
agitation,Major,Phentermine
cardiac disease,Major,Phentermine
glaucoma,Major,Phentermine
hypertension,Major,Phentermine
liver disease,Major,Phentermine
psychiatric disorders,Major,Phentermine
pulmonary hypertension,Major,Phentermine
substance abuse,Major,Phentermine
tics,Major,Phentermine
bipolar disorders,Moderate,Phentermine
psychotic disorders,Moderate,Phentermine
renal dysfunction,Moderate,Phentermine
seizure disorders,Moderate,Phentermine
diabetics,Moderate,Phentermine
liver disease,Moderate,Phentermine
blood dyscrasias,Major,Phenytoin
liver disease,Major,Phenytoin
porphyria,Major,Phenytoin
renal dysfunction,Major,Phenytoin
cardiotoxicity,Major,Phenytoin
suicidal tendency,Moderate,Phenytoin
arrhythmias,Moderate,Phenytoin
hyperglycemia,Moderate,Phenytoin
megaloblastic anemia,Moderate,Phenytoin
osteomalacia,Moderate,Phenytoin
alcoholism,Moderate,Phenytoin
thyroid function tests,Moderate,Phenytoin
CHF,Major,Pioglitazone
type I diabetes,Major,Pioglitazone
bladder cancer,Moderate,Pioglitazone
edema,Moderate,Pioglitazone
liver disease,Moderate,Pioglitazone
macular edema,Moderate,Pioglitazone
premenopausal anovulation,Moderate,Pioglitazone
weight gain,Moderate,Pioglitazone
anemia,Minor,Pioglitazone
oculotoxicity,Major,Plaquenil
porphyria,Major,Plaquenil
arrhythmias,Moderate,Plaquenil
bone marrow suppression,Moderate,Plaquenil
ototoxicity,Moderate,Plaquenil
seizures,Moderate,Plaquenil
glucose-6-PD deficiency,Moderate,Plaquenil
hepatotoxicity,Moderate,Plaquenil
myasthenia gravis,Moderate,Plaquenil
psoriasis,Moderate,Plaquenil
 diabetes,Moderate,Plaquenil
heart disease,Moderate,Plaquenil
renal impairment,Moderate,Plaquenil
bleeding,Major,Plavix
liver disease,Moderate,Plavix
renal dysfunction,Minor,Plavix
dehydration/diarrhea,Major,Potassium Chloride
dehydration,Major,Potassium Chloride
familial periodic paralysis,Major,Potassium Chloride
hyperkalemia,Major,Potassium Chloride
renal dysfunction,Major,Potassium Chloride
GI irritation,Major,Potassium Chloride
acidosis,Moderate,Potassium Chloride
